6039.65,-2493.17,-0.00370545,15.0652,0.0578991,4.18673e-05,0.000839524,4,-1.75055,6039.65,-2442.67,4.3,1.776,0.00455428,15,-0.0359492,1.23508e-05,0.000452809,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.65,-2490.65,-0.0476571,15.126,0.604458,0.00283494,0.0036326,4,-1.74609,6039.65,-2440.17,4.3,1.776,0.000539125,15,-0.0186257,1.0549e-06,0.000739746,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.63,-2488.12,-0.0952353,15.2507,0.86174,0.00594702,0.00674468,4,-1.73374,6039.65,-2437.67,4.3,1.776,-0.00131066,15,-0.00775841,-6.11029e-07,0.000875049,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.61,-2485.57,-0.135295,15.4047,0.973075,0.00855317,0.00935083,4,-1.71407,6039.65,-2435.17,4.3,1.776,-0.00188723,15,-0.00164003,-2.03352e-07,0.000920348,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.59,-2482.98,-0.164562,15.5699,1.00158,0.0104147,0.0112124,4,-1.6887,6039.65,-2432.67,4.3,1.776,-0.00180615,15,0.00131901,1.60756e-07,0.000918202,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.56,-2480.38,-0.183695,15.7353,0.978983,0.0115825,0.0123802,4,-1.65942,6039.65,-2430.17,4.3,1.776,-0.00145282,15,0.00237408,2.36204e-07,0.000895791,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.53,-2477.74,-0.194886,15.894,0.923191,0.0122154,0.0130131,4,-1.6277,6039.65,-2427.67,4.3,1.776,-0.00104372,15,0.00241136,1.74246e-07,0.000868611,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.49,-2475.08,-0.200558,16.0416,0.845561,0.0124853,0.0132829,4,-1.59466,6039.65,-2425.17,4.3,1.776,-0.000683132,15,0.00199834,9.54455e-08,0.000844054,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.46,-2472.39,-0.202786,16.1751,0.754137,0.0125364,0.0133341,4,-1.56101,6039.65,-2422.67,4.3,1.776,-0.000407887,15,0.00146254,4.21468e-08,0.0008251,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.43,-2469.69,-0.203103,16.2926,0.655109,0.0124733,0.0132709,4,-1.52718,6039.65,-2420.17,4.3,1.776,-0.000218843,15,0.00096862,1.51742e-08,0.000811987,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.39,-2466.96,-0.200561,16.3933,0.553476,0.0123041,0.0131017,4,-1.49342,6039.65,-2417.67,4.3,1.776,-0.000101029,15,0.000580876,4.28727e-09,0.000803761,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.36,-2464.22,-0.141382,16.4778,0.453268,0.00904849,0.00984614,4,-1.46467,6039.65,-2415.17,4.3,1.776,-3.52392e-05,15,0.000308444,8.30331e-10,0.000798993,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.35,-2461.47,-0.0523635,16.5458,0.355806,0.00371578,0.00451344,4,-1.44916,6039.65,-2412.67,4.3,1.776,-3.83913e-06,15,0.000134778,5.46787e-11,0.000796728,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.35,-2458.71,0.0330809,16.597,0.259871,-0.00150988,-0.000712223,4,-1.44845,6039.65,-2410.17,4.3,1.776,6.98004e-06,15,3.5081e-05,-1.4957e-11,0.000795894,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.36,-2455.94,0.101126,16.6328,0.175374,-0.00571582,-0.00491817,4,-1.46048,6039.65,-2407.67,4.3,1.776,6.90168e-06,15,-1.46234e-05,6.96599e-12,0.000795894,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.38,-2453.17,0.148997,16.6555,0.102353,-0.00870082,-0.00790317,4,-1.48199,6039.65,-2405.17,4.3,1.776,2.0869e-06,15,-3.36868e-05,5.94762e-12,0.000796132,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.41,-2450.39,0.179224,16.6669,0.0403616,-0.0106052,-0.00980753,4,-1.50981,6039.65,-2402.67,4.3,1.776,-3.93542e-06,15,-3.59999e-05,-8.00498e-12,0.00079649,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
6039.44,-2447.61,0.196178,16.669,-0.011415,-0.0116904,-0.0108927,4,-1.54139,6039.65,-2400.17,4.3,1.776,-9.412e-06,15,-3.05993e-05,-1.81597e-11,0.000796967,6039.65,-2376.92,1,1,0,0,0,0,-1.57,
